('Total Revenue', 'Total Revenue', '281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         961436 function calls (935804 primitive calls) in 13.069 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {method 'shutdown' of '_socket.socket' objects}
       12    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 dialog.py:23(Dialog)
       64    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
       30    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
       27    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        6    0.000    0.000    0.000    0.000 element.py:2894(__init__)
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
       22    0.000    0.000    0.000    0.000 inspect.py:371(isfunction)
        1    0.000    0.000    0.000    0.000 parser.py:87(__init__)
        8    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        9    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
       15    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        1    0.000    0.000    0.000    0.000 by.py:22(By)
        1    0.000    0.000    0.000    0.000 unix_events.py:604(_UnixWritePipeTransport)
        6    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
       26    0.000    0.000    0.000    0.000 inspect.py:3045(<genexpr>)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        3    0.000    0.000    0.000    0.000 parse.py:156(username)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        6    0.000    0.000    0.000    0.000 element.py:85(__getattr__)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:535(CSSMatch)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 webdriver.py:1148(file_detector)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 mobile.py:38(Mobile)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
        1    0.000    0.000    0.000    0.000 minidom.py:664(Element)
        7    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 input.py:234(WheelScrollAction)
        3    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        7    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
       22    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        5    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 script.py:116(EvaluateResult)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       53    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 minidom.py:1546(Document)
       20    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        1    0.000    0.000    0.000    0.000 storage.py:52(Cookie)
        2    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        1    0.000    0.000    0.000    0.000 __init__.py:73(import_module)
        1    0.000    0.000    0.000    0.000 minidom.py:951(Childless)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:416(abspath)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 script.py:88(Source)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        6    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 events.py:29(Handle)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
       68    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
        1    0.000    0.000    0.000    0.000 selector_events.py:769(_SelectorTransport)
       14    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        3    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 shadowroot.py:24(ShadowRoot)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 gzip.py:139(GzipFile)
        4    0.000    0.000    0.000    0.000 contextlib.py:548(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 session.py:33(UserPromptHandler)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:62(Options)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        3    0.000    0.000    0.000    0.000 inspect.py:2461(_descriptor_get)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        2    0.000    0.000    0.000    0.000 string.py:110(convert)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        1    0.000    0.000    0.000    0.000 remote_connection.py:25(FirefoxRemoteConnection)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
       16    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 key_actions.py:27(KeyActions)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
       31    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        4    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 _ssl_compat.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        5    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 minidom.py:1227(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 base_events.py:276(Server)
        2    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 domreg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
       11    0.000    0.000    0.000    0.000 socket.py:732(readable)
        1    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
       15    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
       46    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2147(IPv6Interface)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        3    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
       11    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        2    0.000    0.000    0.000    0.000 _collections.py:444(items)
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
        1    0.000    0.000    0.000    0.000 _app.py:48(DispatcherBase)
       46    0.000    0.000    0.000    0.000 element.py:2281(__eq__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:162(PoolManager)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 selenium_manager.py:133(_process_logs)
        6    0.000    0.000    0.000    0.000 webdriver.py:385(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
       13    0.000    0.000    0.000    0.000 client_config.py:43(__set__)
        1    0.000    0.000    0.000    0.000 minidom.py:345(Attr)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 service.py:77(service_url)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        7    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 selenium_manager.py:32(SeleniumManager)
        1    0.000    0.000    0.000    0.000 platform.py:842(uname_result)
        1    0.000    0.000    0.000    0.000 element.py:1275(NavigableString)
        8    0.000    0.000    0.000    0.000 _collections.py:374(getlist)
        3    0.000    0.000    0.000    0.000 response.py:270(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 feedparser.py:134(FeedParser)
        3    0.000    0.000    0.000    0.000 response.py:494(_decode)
       53    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 proxy.py:31(ProxyType)
        5    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 parse.py:193(_userinfo)
        7    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       43    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        3    0.000    0.000    0.000    0.000 client.py:947(_wrap_ipv6)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        2    0.000    0.000    0.000    0.000 copy.py:191(_deepcopy_list)
        1    0.000    0.000    0.000    0.000 _abnf.py:412(continuous_frame)
        1    0.000    0.000    0.000    0.000 firefox_binary.py:30(FirefoxBinary)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 selector_events.py:931(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 switch_to.py:29(__init__)
        8    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 _cookiejar.py:24(SimpleCookieJar)
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
        1    0.000    0.000    0.000    0.000 options.py:470(ArgOptions)
        1    0.000    0.000    0.000    0.000 request.py:2145(FancyURLopener)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:1220(MultiLoopChildWatcher)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:723(__hash__)
       21    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
        3    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 _exceptions.py:70(WebSocketBadStatusException)
        1    0.000    0.000    0.000    0.000 minidom.py:473(NamedNodeMap)
        6    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        1    0.000    0.000    0.000    0.000 remote_connection.py:25(SafariRemoteConnection)
       24    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 models.py:245(CharsetMatches)
        1    0.000    0.000    0.000    0.000 input.py:269(NoneSourceActions)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 selectors.py:202(__exit__)
        7    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        1    0.000    0.000    0.000    0.000 css.py:44(CSS)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 file_detector.py:27(FileDetector)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 input.py:347(FileDialogInfo)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 locks.py:330(Semaphore)
        1    0.000    0.000    0.000    0.000 connectionpool.py:67(ConnectionPool)
       16    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4158(Sentinel)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 streams.py:315(StreamWriter)
        9    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        9    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3579(TypeAliasType)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        1    0.000    0.000    0.000    0.000 minidom.py:1496(ElementInfo)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:965(__new__)
        3    0.000    0.000    0.000    0.000 message.py:331(set_payload)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1375(_gcd_import)
        4    0.000    0.000    0.000    0.000 contextlib.py:477(_exit_wrapper)
        4    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
       14    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       10    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 streams.py:418(StreamReader)
        2    0.000    0.000    0.000    0.000 contextlib.py:481(__init__)
        3    0.000    0.000    0.000    0.000 socket.py:490(_decref_socketios)
        5    0.000    0.000    0.000    0.000 connection.py:163(host)
        6    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:256(DOMInputSource)
        2    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        1    0.000    0.000    0.000    0.000 select.py:24(Select)
        1    0.000    0.000    0.000    0.000 options.py:23(Options)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
       33    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 script.py:150(ScriptMessage)
       48    0.000    0.000    0.000    0.000 inspect.py:2777(kind)
        8    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
       12    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
        2    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
        6    0.000    0.000    0.000    0.000 response.py:429(retries)
       41    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 _lxml.py:68(_invert)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 parser.py:97(reset)
        8    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 minidom.py:327(DocumentFragment)
        9    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 mixins.py:9(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 timeouts.py:51(Timeouts)
        7    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        3    0.000    0.000    0.000    0.000 feedparser.py:208(_pop_message)
        1    0.000    0.000    0.000    0.000 request.py:422(OpenerDirector)
        1    0.000    0.000    0.000    0.000 keys.py:20(Keys)
        1    0.000    0.000    0.000    0.000 file_detector.py:43(LocalFileDetector)
        6    0.000    0.000    0.000    0.000 response.py:369(<genexpr>)
       17    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 _collections.py:63(RecentlyUsedContainer)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 browser.py:37(ClientWindowInfo)
        3    0.000    0.000    0.000    0.000 poolmanager.py:390(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 browsing_context.py:44(NavigationInfo)
        1    0.000    0.000    0.000    0.000 connection.py:597(HTTPSConnection)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        1    0.000    0.000    0.000    0.000 cookies.py:442(BaseCookie)
       14    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 copy.py:231(_keep_alive)
        1    0.000    0.000    0.000    0.000 _base.py:59(_Waiter)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:960(NoDefaultType)
        1    0.000    0.000    0.000    0.000 input_device.py:22(InputDevice)
        1    0.000    0.000    0.000    0.000 input.py:123(PauseAction)
        1    0.000    0.000    0.000    0.000 css_parser.py:303(SelectorPattern)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:712(__eq__)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:268(close)
        1    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
        1    0.000    0.000    0.000    0.000 _app.py:132(WrappedDispatcher)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(SpecPath)
        3    0.000    0.000    0.000    0.000 request.py:144(set_file_position)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.000    0.000 exceptions.py:65(NoSuchElementException)
        1    0.000    0.000    0.000    0.000 log.py:53(JavaScriptLogEntry)
        1    0.000    0.000    0.000    0.000 storage.py:230(PartialCookie)
        2    0.000    0.000    0.000    0.000 util.py:7(to_bytes)
        9    0.000    0.000    0.000    0.000 inspect.py:295(isclass)
        3    0.000    0.000    0.000    0.000 client.py:1267(_validate_method)
        1    0.000    0.000    0.000    0.000 exceptions.py:314(NoSuchDriverException)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:61(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.000    0.000 storage.py:165(PartitionKey)
       36    0.000    0.000    0.000    0.000 inspect.py:2765(name)
        1    0.000    0.000    0.000    0.000 print_page_options.py:104(_PageOrientationDescriptor)
        1    0.000    0.000    0.000    0.000 events.py:106(TimerHandle)
        1    0.000    0.000    0.000    0.000 platform.py:1015(machine)
        1    0.000    0.000    0.000    0.000 options.py:24(Options)
        3    0.000    0.000    0.000    0.000 selectors.py:66(__len__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        5    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        1    0.000    0.000    0.000    0.000 locks.py:445(Barrier)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 subprocess.py:1961(_handle_exitstatus)
        4    0.000    0.000    0.000    0.000 enum.py:1188(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        4    0.000    0.000    0.000    0.000 queue.py:251(_put)
        1    0.000    0.000    0.000    0.000 exceptions.py:131(UnexpectedAlertPresentException)
        1    0.000    0.000    0.000    0.000 unix_events.py:460(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
        7    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 __init__.py:360(ZipInfo)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
       17    0.000    0.000    0.000    0.000 typing.py:774(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 wheel_input.py:52(WheelInput)
        1    0.000    0.000    0.000    0.000 element.py:1495(Doctype)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 errorhandler.py:96(ErrorCode)
        1    0.000    0.000    0.000    0.000 __init__.py:839(ZipExtFile)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        4    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        1    0.000    0.000    0.000    0.000 errorhandler.py:55(ExceptionMapping)
        1    0.000    0.000    0.000    0.000 subprocess.py:1092(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
        3    0.000    0.000    0.000    0.000 typing.py:473(__init__)
        3    0.000    0.000    0.000    0.000 errorhandler.py:145(check_response)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 input.py:190(PointerUpAction)
        1    0.000    0.000    0.000    0.000 calendar.py:113(_localized_day)
        1    0.000    0.000    0.000    0.000 network.py:261(Request)
        1    0.000    0.000    0.000    0.000 readers.py:16(FileReader)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        6    0.000    0.000    0.000    0.000 unix_events.py:856(__init_subclass__)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        4    0.000    0.000    0.000    0.000 {built-in method select.poll}
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        3    0.000    0.000    0.000    0.000 response.py:376(get_redirect_location)
        3    0.000    0.000    0.000    0.000 queue.py:254(_get)
        3    0.000    0.000    0.000    0.000 client.py:1263(_encode_request)
        1    0.000    0.000    0.000    0.000 __init__.py:439(SAXTreeBuilder)
        1    0.000    0.000    0.000    0.000 input.py:141(KeyDownAction)
        3    0.000    0.000    0.000    0.000 client.py:1276(_validate_path)
        8    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 minidom.py:1092(Text)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       11    0.000    0.000    0.000    0.000 client.py:453(isclosed)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 events.py:618(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 remote_connection.py:23(ChromiumRemoteConnection)
        4    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        1    0.000    0.000    0.000    0.000 alert.py:23(Alert)
       12    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        3    0.000    0.000    0.000    0.000 inspect.py:303(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 minicompat.py:50(NodeList)
        1    0.000    0.000    0.000    0.000 calendar.py:325(TextCalendar)
        1    0.000    0.000    0.000    0.000 account.py:27(_AccountDescriptor)
