('Total Revenue', 'Total Revenue', '281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         961436 function calls (935804 primitive calls) in 13.069 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 element.py:1578(Tag)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:633(__new__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
      356    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 service.py:51(__init__)
  172/154    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
        8    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        8    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.000    0.000 pointer_input.py:1(<module>)
      270    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
      519    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 connection.py:27(create_connection)
        1    0.000    0.000    0.000    0.000 emulation.py:1(<module>)
       33    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client_config.py:47(ClientConfig)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
      237    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 switch_to.py:28(SwitchTo)
        7    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
        3    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
      163    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        3    0.000    0.000    0.000    0.000 poolmanager.py:346(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 browsing_context.py:634(BrowsingContext)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
      543    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       58    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.000    0.000 wheel_input.py:1(<module>)
      4/2    0.000    0.000    0.000    0.000 <frozen posixpath>:440(_joinrealpath)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
       50    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
      921    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
        1    0.000    0.000    0.000    0.000 remote_connection.py:308(__init__)
        3    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
      519    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        4    0.000    0.000    0.000    0.000 pathlib.py:837(stat)
        1    0.000    0.000    0.000    0.000 _abnf.py:295(frame_buffer)
        6    0.000    0.000    0.000    0.000 virtual_authenticator.py:210(required_virtual_authenticator)
        1    0.000    0.000    0.000    0.000 interaction.py:1(<module>)
        2    0.000    0.000    0.000    0.000 webdriver.py:28(WebDriver)
        1    0.000    0.000    0.000    0.000 storage.py:346(Storage)
      126    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        5    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
        9    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
      178    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
       12    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
       20    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        1    0.000    0.000    0.000    0.000 pointer_input.py:27(PointerInput)
        1    0.000    0.000    0.000    0.000 webdriver.py:28(ChromiumDriver)
      368    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 types.py:1(<module>)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        1    0.000    0.000    0.000    0.000 service.py:39(Service)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
        1    0.000    0.000    0.000    0.000 wheel_actions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _url.py:1(<module>)
        8    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 print_page_options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
       14    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2835(deprecated)
       31    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
       19    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
       40    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        3    0.000    0.000    0.000    0.000 pathlib.py:888(is_file)
      157    0.000    0.000    0.000    0.000 enum.py:202(__get__)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
      186    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 poolmanager.py:245(_new_pool)
        3    0.000    0.000    0.000    0.000 inspect.py:3262(__str__)
      378    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        1    0.000    0.000    0.000    0.000 network.py:1(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
       83    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       13    0.000    0.000    0.000    0.000 socket.py:500(close)
       19    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 input.py:205(PointerMoveAction)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 _logging.py:1(<module>)
       15    0.000    0.000    0.000    0.000 connection.py:453(<genexpr>)
        6    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    0.000    0.000 pointer_actions.py:27(PointerActions)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
        6    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 by.py:1(<module>)
      953    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        3    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
      100    0.000    0.000    0.000    0.000 __init__.py:91(_replace_charref)
       64    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       11    0.000    0.000    0.000    0.000 coroutines.py:20(iscoroutinefunction)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
      160    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 script.py:235(Script)
        1    0.000    0.000    0.000    0.000 input.py:301(PointerSourceActions)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 file_detector.py:1(<module>)
        6    0.000    0.000    0.000    0.000 service.py:117(assert_process_still_running)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:179(sub)
        3    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        1    0.000    0.000    0.000    0.000 wheel_input.py:25(ScrollOrigin)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
      262    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       83    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
        3    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
       24    0.000    0.000    0.000    0.000 message.py:494(get)
       18    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
       21    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
        1    0.000    0.000    0.000    0.000 firefox_binary.py:1(<module>)
       15    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 sysconfig.py:282(_extend_dict)
       13    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        2    0.000    0.000    0.000    0.000 subprocess.py:1688(_get_handles)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 service.py:26(ChromiumService)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 client_config.py:117(get_proxy_url)
        9    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
       22    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
        7    0.000    0.000    0.000    0.000 subprocess.py:1233(poll)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
      100    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        3    0.000    0.000    0.000    0.000 client.py:261(__init__)
       11    0.000    0.000    0.000    0.000 inspect.py:420(iscoroutinefunction)
       23    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
       28    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 subprocess.py:1282(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
      308    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        8    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
       87    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 permissions.py:1(<module>)
       21    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:40(VirtualAuthenticatorOptions)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__x86_64-linux-gnu.py:1(<module>)
       64    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
        1    0.000    0.000    0.000    0.000 element.py:347(PageElement)
       13    0.000    0.000    0.000    0.000 {function socket.close at 0x7efc286acb80}
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        3    0.000    0.000    0.000    0.000 response.py:341(__init__)
        1    0.000    0.000    0.000    0.000 input.py:331(WheelSourceActions)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interaction.py:39(Pause)
      328    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
      519    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 __init__.py:164(match)
        4    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       12    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        1    0.000    0.000    0.000    0.000 wheel_actions.py:24(WheelActions)
        2    0.000    0.000    0.000    0.000 connection.py:15(is_connection_dropped)
        1    0.000    0.000    0.000    0.000 input.py:171(PointerDownAction)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 emulation.py:166(Emulation)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:78(Credential)
        8    0.000    0.000    0.000    0.000 subprocess.py:1973(_internal_poll)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:491(__init__)
  244/243    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
        2    0.000    0.000    0.000    0.000 connection.py:345(is_connected)
       52    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 sysconfig.py:134(_getuserbase)
        1    0.000    0.000    0.000    0.000 message.py:1200(EmailMessage)
      208    0.000    0.000    0.000    0.000 {built-in method sys.intern}
     17/3    0.000    0.000    0.000    0.000 webdriver.py:374(_wrap_value)
       80    0.000    0.000    0.000    0.000 <frozen os>:812(fsencode)
        2    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      615    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
      375    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        4    0.000    0.000    0.000    0.000 queue.py:122(put)
        2    0.000    0.000    0.000    0.000 wait.py:113(wait_for_read)
        1    0.000    0.000    0.000    0.000 options.py:26(ChromiumOptions)
        3    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        9    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
       13    0.000    0.000    0.000    0.000 element.py:525(get_text)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:91(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        1    0.000    0.000    0.000    0.000 pathlib.py:642(with_suffix)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        6    0.000    0.000    0.000    0.000 virtual_authenticator.py:195(required_chromium_based_browser)
        1    0.000    0.000    0.000    0.000 taskgroups.py:1(<module>)
       42    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 utils.py:29(free_port)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
        3    0.000    0.000    0.000    0.000 utils.py:22(dump_json)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:26(WebDriverException)
        7    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
      129    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
        3    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       24    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        3    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
      209    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 browser.py:181(Browser)
        1    0.000    0.000    0.000    0.000 locks.py:438(_BarrierState)
        1    0.000    0.000    0.000    0.000 browsing_context.py:533(_EventManager)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       39    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
       14    0.000    0.000    0.000    0.000 inspect.py:2799(__str__)
       13    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.000    0.000 webextension.py:1(<module>)
      178    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 webdriver.py:87(_create_caps)
        3    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
      318    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
       62    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
        8    0.000    0.000    0.000    0.000 sysconfig.py:273(_subst_vars)
        1    0.000    0.000    0.000    0.000 browsing_context.py:90(BrowsingContextInfo)
      700    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      308    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 sslproto.py:31(AppProtocolState)
       16    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 emulation.py:23(GeolocationCoordinates)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        8    0.000    0.000    0.000    0.000 idna.py:155(encode)
        7    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      314    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        6    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        2    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       58    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        3    0.000    0.000    0.000    0.000 __init__.py:183(dumps)
        7    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:757(__init_subclass__)
       30    0.000    0.000    0.000    0.000 filter.py:491(_make_match_rules)
       12    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
       14    0.000    0.000    0.000    0.000 minicompat.py:101(defproperty)
       29    0.000    0.000    0.000    0.000 util.py:19(to_str)
      222    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
     17/1    0.000    0.000    0.000    0.000 copy.py:118(deepcopy)
        1    0.000    0.000    0.000    0.000 input.py:382(Input)
        4    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
       18    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        1    0.000    0.000    0.000    0.000 errorhandler.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        1    0.000    0.000    0.000    0.000 input.py:285(KeySourceActions)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3841(Format)
        3    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
       17    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
      175    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        1    0.000    0.000    0.000    0.000 runners.py:14(_State)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       84    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 selectors.py:351(register)
        3    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
       19    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       65    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 permissions.py:41(Permissions)
      214    0.000    0.000    0.000    0.000 dataclasses.py:461(<genexpr>)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:854(exists)
        7    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        3    0.000    0.000    0.000    0.000 encoder.py:183(encode)
        3    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        2    0.000    0.000    0.000    0.000 sysconfig.py:143(joinuser)
      143    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 typing_extensions.py:495(__setattr__)
       17    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
       19    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
      2/1    0.000    0.000    0.000    0.000 copy.py:217(_deepcopy_dict)
       24    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        3    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       11    0.000    0.000    0.000    0.000 inspect.py:384(_has_code_flag)
       45    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 session.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        3    0.000    0.000    0.000    0.000 subprocess.py:1259(wait)
      242    0.000    0.000    0.000    0.000 typing.py:1599(<genexpr>)
       32    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
      341    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       30    0.000    0.000    0.000    0.000 element.py:1882(_all_strings)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 webextension.py:24(WebExtension)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1028(getwriter)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ParserRejectedMarkup)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:227(_SpecialForm)
        3    0.000    0.000    0.000    0.000 client.py:213(_read_headers)
      376    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
      308    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 fedcm.py:1(<module>)
       95    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        1    0.000    0.000    0.000    0.000 options.py:27(PageLoadStrategy)
        6    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 minicompat.py:1(<module>)
        6    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
       18    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        4    0.000    0.000    0.000    0.000 typing_extensions.py:649(__init__)
        9    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        3    0.000    0.000    0.000    0.000 subprocess.py:2021(_wait)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:31(Transport)
        1    0.000    0.000    0.000    0.000 mobile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       23    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 shadowroot.py:1(<module>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        2    0.000    0.000    0.000    0.000 pathlib.py:583(name)
        1    0.000    0.000    0.000    0.000 connectionpool.py:236(_new_conn)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       58    0.000    0.000    0.000    0.000 typing_extensions.py:3054(_check_generic)
       17    0.000    0.000    0.000    0.000 _collections.py:300(add)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 account.py:22(LoginState)
        3    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
       10    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
      308    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       10    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        3    0.000    0.000    0.000    0.000 queue.py:154(get)
     30/3    0.000    0.000    0.000    0.000 webdriver.py:392(_unwrap_value)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
       67    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 command.py:1(<module>)
        3    0.000    0.000    0.000    0.000 string.py:104(substitute)
        1    0.000    0.000    0.000    0.000 service.py:27(Service)
        3    0.000    0.000    0.000    0.000 response.py:710(_init_length)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:24(Protocol)
       17    0.000    0.000    0.000    0.000 inspect.py:1456(formatannotation)
        1    0.000    0.000    0.000    0.000 client_config.py:30(AuthType)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
      149    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        6    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        2    0.000    0.000    0.000    0.000 _collections.py:426(copy)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
       64    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        2    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       18    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        5    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        3    0.000    0.000    0.000    0.000 encoder.py:205(iterencode)
        2    0.000    0.000    0.000    0.000 options.py:475(__init__)
        3    0.000    0.000    0.000    0.000 socket.py:770(close)
       21    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
       12    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
      146    0.000    0.000    0.000    0.000 enum.py:1292(value)
       12    0.000    0.000    0.000    0.000 filter.py:225(__init__)
