('Total Revenue', 'Total Revenue', '281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         834135 function calls (809540 primitive calls) in 2.411 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       25    0.000    0.000    0.002    0.000 typing.py:740(Optional)
        3    0.000    0.000    0.029    0.010 response.py:1(<module>)
       21    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       82    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
        1    0.000    0.000    0.030    0.030 url.py:1(<module>)
    89/64    0.000    0.000    0.006    0.000 typing.py:508(__getitem__)
       44    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
      187    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ssl_.py:225(create_urllib3_context)
       14    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
       63    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
  120/118    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      186    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.005    0.005 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dammit.py:734(UnicodeDammit)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        3    0.000    0.000    0.081    0.027 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        7    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
        1    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
        1    0.000    0.000    0.002    0.002 __init__.py:135(BeautifulSoup)
        1    0.000    0.000    0.115    0.115 connection.py:895(_ssl_wrap_socket_and_match_hostname)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
      437    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.068    0.068 ssl.py:956(_create)
        1    0.000    0.000    0.000    0.000 element.py:1578(Tag)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.002    0.001 socks.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
       10    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
      192    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
      169    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.037    0.037 client.py:1(<module>)
       16    0.000    0.000    0.027    0.002 css_parser.py:1149(process_selectors)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.040    0.040 connectionpool.py:1(<module>)
        9    0.000    0.000    0.001    0.000 _htmlparser.py:226(handle_charref)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        1    0.000    0.000    0.000    0.000 element.py:347(PageElement)
       65    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
      136    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.001    0.001 connection.py:418(request)
      224    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.072    0.072 client.py:213(_read_headers)
      268    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.015    0.015 cookiejar.py:1(<module>)
      100    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       21    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       14    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f70a6ba7d80}
        1    0.000    0.000    0.034    0.034 ssl_.py:1(<module>)
        6    0.000    0.000    0.019    0.003 filter.py:164(find_all)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        6    0.000    0.000    0.001    0.000 cookiejar.py:949(set_ok)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.002    0.002 calendar.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _common.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      120    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        1    0.000    0.000    0.002    0.002 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        2    0.000    0.000    0.006    0.003 abc.py:1(<module>)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
        1    0.000    0.000    1.381    1.381 sessions.py:673(send)
        3    0.000    0.000    0.001    0.000 __init__.py:71(search_function)
        5    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        1    0.000    0.000    0.845    0.845 connection.py:534(getresponse)
        7    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        1    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
      165    0.000    0.000    0.000    0.000 enum.py:1292(value)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        4    0.000    0.000    0.001    0.000 feedparser.py:100(push)
        1    0.000    0.000    0.007    0.007 _typing.py:1(<module>)
       38    0.000    0.000    0.334    0.009 models.py:816(generate)
       38    0.000    0.000    0.334    0.009 response.py:1069(stream)
        1    0.000    0.000    1.041    1.041 connectionpool.py:377(_make_request)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        6    0.000    0.000    0.019    0.003 element.py:1080(_find_all)
        7    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.080    0.080 connection.py:27(create_connection)
        1    0.000    0.000    0.000    0.000 typing.py:2854(__new__)
       71    0.000    0.000    0.000    0.000 typing_extensions.py:3114(_is_unpacked_typevartuple)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.000    0.000 utils.py:755(should_bypass_proxies)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        2    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        2    0.000    0.000    0.015    0.008 api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1599(make_cookies)
        2    0.000    0.000    0.003    0.001 core.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
      110    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        1    0.000    0.000    0.771    0.771 client.py:291(_read_status)
        1    0.000    0.000    0.000    0.000 socket.py:770(close)
        8    0.000    0.000    0.001    0.000 typing.py:1533(__getitem_inner__)
       44    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.063    0.063 css_parser.py:428(CSSParser)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
       28    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        1    0.000    0.000    1.043    1.043 adapters.py:590(send)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.007    0.007 adapters.py:1(<module>)
        1    0.000    0.000    1.041    1.041 connectionpool.py:592(urlopen)
      169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        9    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.844    0.844 client.py:324(begin)
       16    0.000    0.000    0.060    0.004 css_parser.py:306(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.029    0.029 compat.py:1(<module>)
        2    0.000    0.000    0.003    0.001 _collections.py:1(<module>)
      295    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.002    0.002 poolmanager.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:494(get)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        1    0.000    0.000    0.007    0.007 sessions.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.096    0.096 formatter.py:1(<module>)
        1    0.000    0.000    0.010    0.010 css_match.py:1(<module>)
       12    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.080    0.080 connection.py:192(_new_conn)
       32    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.002    0.002 parser.py:41(parse)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
      198    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       36    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.007    0.007 cd.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:495(__setattr__)
       90    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.023    0.023 socket.py:946(getaddrinfo)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        7    0.000    0.000    0.001    0.000 typing.py:1822(__new__)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
       12    0.000    0.000    0.000    0.000 filter.py:225(__init__)
       29    0.000    0.000    0.000    0.000 element.py:2182(get_attribute_list)
       10    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.007    0.007 financial.py:14(find_row_values)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
    95/42    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.002    0.002 sessions.py:457(prepare_request)
        4    0.000    0.000    0.000    0.000 cookiejar.py:150(_str2time)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
        6    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        2    0.000    0.000    0.028    0.014 parser.py:1(<module>)
       12    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
       28    0.000    0.000    0.000    0.000 _collections.py:300(add)
       13    0.000    0.000    0.000    0.000 parse.py:947(quote_from_bytes)
       30    0.000    0.000    0.000    0.000 element.py:1882(_all_strings)
        1    0.000    0.000    0.113    0.113 ssl_.py:410(ssl_wrap_socket)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       80    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
       29    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        6    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        1    0.000    0.000    0.539    0.539 _htmlparser.py:449(feed)
       31    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.006    0.006 css_types.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
      135    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.001    0.001 mimetypes.py:1(<module>)
       30    0.000    0.000    0.000    0.000 filter.py:491(_make_match_rules)
       14    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
      145    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      109    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    1.383    1.383 api.py:62(get)
        1    0.000    0.000    0.037    0.037 _request_methods.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       34    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:567(_get_protocol_attrs)
        4    0.000    0.000    0.000    0.000 message.py:529(get_all)
      169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.005    0.005 header.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:178(__init__)
     11/9    0.000    0.000    0.006    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        2    0.000    0.000    0.002    0.001 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        2    0.000    0.000    0.002    0.001 cookiejar.py:1680(extract_cookies)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    1.383    1.383 sessions.py:500(request)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 request.py:47(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.003    0.003 ipaddress.py:1(<module>)
        6    0.000    0.000    0.019    0.003 element.py:2740(find_all)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       82    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        1    0.000    0.000    0.000    0.000 response.py:602(__init__)
        8    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f70a6c4fce0}
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
       13    0.000    0.000    0.000    0.000 element.py:525(get_text)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        6    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
      169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:989(create_module)
       12    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.002    0.002 client.py:231(_parse_header_lines)
        2    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        1    0.000    0.000    1.383    1.383 api.py:14(request)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
       45    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.008    0.008 _htmlparser.py:1(<module>)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
       30    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        5    0.000    0.000    0.000    0.000 connection.py:404(putheader)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        1    0.000    0.000    0.068    0.068 ssl.py:1313(do_handshake)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       40    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        1    0.000    0.000    0.042    0.042 _base_connection.py:1(<module>)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
       13    0.000    0.000    0.000    0.000 parse.py:871(quote)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1569(_IPv4Constants)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
    11/10    0.000    0.000    0.013    0.001 <frozen importlib._bootstrap_external>:1295(exec_module)
       36    0.000    0.000    0.000    0.000 typing_extensions.py:3054(_check_generic)
        2    0.000    0.000    0.001    0.001 _adapters.py:1(<module>)
        5    0.000    0.000    0.001    0.000 feedparser.py:176(_call_parse)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.001    0.001 utils.py:207(get_netrc_auth)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:633(__new__)
       80    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        8    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        7    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.001    0.001 models.py:351(prepare)
        1    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       21    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        7    0.000    0.000    0.000    0.000 enum.py:383(__init__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
       47    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _meta.py:8(PackageMetadata)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        1    0.000    0.000    0.005    0.005 pretty.py:1(<module>)
       58    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.001    0.001 adapters.py:336(build_response)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        8    0.000    0.000    0.001    0.000 typing.py:1519(__getitem__)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        9    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        1    0.000    0.000    0.000    0.000 response.py:326(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        1    0.000    0.000    0.020    0.020 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.002    0.002 __meta__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
       12    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:757(__init_subclass__)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        5    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        4    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        1    0.000    0.000    0.844    0.844 client.py:1384(getresponse)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.000    0.000 parser.py:87(__init__)
       50    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       16    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.002    0.002 core.py:21(where)
       36    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        6    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
       40    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        1    0.000    0.000    0.019    0.019 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
        1    0.000    0.000    0.000    0.000 _lxml.py:79(LXMLTreeBuilderForXML)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        6    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        6    0.000    0.000    0.000    0.000 cookiejar.py:726(is_third_party)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.068    0.068 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:341(__init__)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
       10    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        1    0.000    0.000    0.031    0.031 css_parser.py:326(__init__)
        2    0.000    0.000    0.002    0.001 cookies.py:124(extract_cookies_to_jar)
       31    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        6    0.000    0.000    0.000    0.000 element.py:85(__getattr__)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       19    0.000    0.000    0.000    0.000 element.py:658(_last_descendant)
        1    0.000    0.000    0.002    0.002 _adapters.py:144(_reader)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
       25    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
       23    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
       23    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
